ra,nome,fase,turma,idade,genero,ano_ingresso,instituicao,iaa,ieg,ips,ipp,ida,ipv,ian,fase_ideal,defasagem,situacao,inde,pedra,ano,fase_num,anos_na_pm,risco_defasagem_atual,categoria_defasagem
RA-529,Aluno-529,FASE 1,1B,,Masculino,2020,Pública,8.0,9.6,7.52,5.78125,6.8,6.893333333,5.0,Fase 3 (7° e 8° ano),-2,,7.278991667,Ametista,2023,1.0,3.0,1,Severa (≤ −2 fases)
RA-529,Aluno-529,2A,2A,14.0,Masculino,2021,Pública,7.002,6.6071428569999995,4.38,4.791666667,4.25,4.886666667,5.0,Fase 3 (7° e 8° ano),-1,Cursando,5.2661285715,Quartzo,2024,2.0,3.0,1,Moderada (−1 fase)
RA-53,Aluno-53,5,B,17.0,Menino,2022,Escola Pública,9.2,7.0,7.5,,7.0,6.458,5.0,Fase 7 (3º EM),-2,,6.725,Ágata,2022,5.0,0.0,1,Severa (≤ −2 fases)
RA-53,Aluno-53,FASE 6,6A,18.0,Masculino,2022,Concluiu o 3º EM,9.2,9.1,5.63,7.5,7.7,7.5875,5.0,Fase 8 (Universitários),-2,,7.600633333,Ametista,2023,6.0,1.0,1,Severa (≤ −2 fases)
RA-530,Aluno-530,1,E,10.0,Menino,2019,Escola Pública,10.0,9.0,7.5,,8.9,9.056,5.0,Fase 2 (5º e 6º ano),-1,,8.338,Topázio,2022,1.0,3.0,1,Moderada (−1 fase)
RA-530,Aluno-530,FASE 2,2D,11.0,Masculino,2019,Pública,10.0,8.8,5.0,7.708333333,5.7,7.46,10.0,Fase 2 (5° e 6° ano),0,,7.653033333,Ametista,2023,2.0,4.0,0,Adequada/adiantada (≥ 0)
RA-530,Aluno-530,3C,3C,12.0,Masculino,2021,Pública,8.751,6.468838763666667,9.38,7.083333333,4.5,7.496666667,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.214534419433333,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-531,Aluno-531,1,E,10.0,Menino,2022,Escola Pública,9.5,9.8,7.5,,7.8,8.167,5.0,Fase 2 (5º e 6º ano),-1,,8.057,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-531,Aluno-531,FASE 2,2B,11.0,Masculino,2022,Pública,9.5,10.0,2.52,8.75,7.7,8.59,10.0,Fase 2 (5° e 6° ano),0,,8.3252,Topázio,2023,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-531,Aluno-531,3B,3B,12.0,Masculino,2022,Pública,9.168,9.803921568666667,4.38,7.96875,6.666666666666667,7.335,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.9127926470666665,Ametista,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-532,Aluno-532,1,E,9.0,Menina,2022,Escola Pública,9.5,9.7,7.5,,5.5,7.167,10.0,Fase 1 (4º ano),0,,7.792,Ametista,2022,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-533,Aluno-533,1,E,10.0,Menino,2022,Escola Pública,8.5,8.8,5.6,,6.0,7.333,5.0,Fase 2 (5º e 6º ano),-1,,6.962,Ágata,2022,1.0,0.0,1,Moderada (−1 fase)
RA-533,Aluno-533,FASE 1,1B,,Masculino,2022,Pública,9.0,9.3,7.52,7.5,5.8,7.613333333,5.0,Fase 2 (5° e 6° ano),-1,,7.434866667,Ametista,2023,1.0,1.0,1,Moderada (−1 fase)
RA-534,Aluno-534,1,E,12.0,Menina,2021,Escola Pública,9.0,7.4,7.5,,7.1,7.333,5.0,Fase 3 (7º e 8º ano),-2,,7.131,Ametista,2022,1.0,1.0,1,Severa (≤ −2 fases)
RA-534,Aluno-534,FASE 2,2D,13.0,Masculino,2021,Pública,0.0,8.1,2.52,8.125,5.4,7.92,5.0,Fase 3 (7° e 8° ano),-1,,5.8385,Quartzo,2023,2.0,2.0,1,Moderada (−1 fase)
RA-534,Aluno-534,3C,3C,14.0,Masculino,2021,Pública,9.585,6.043441938333333,7.51,7.5,5.0,7.103333333,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.088855054266667,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-535,Aluno-535,1,F,10.0,Menina,2019,Escola Pública,9.0,9.2,7.5,,5.1,6.917,5.0,Fase 2 (5º e 6º ano),-1,,6.953,Ágata,2022,1.0,3.0,1,Moderada (−1 fase)
RA-535,Aluno-535,FASE 2,2G,,Feminino,2019,Pública,9.0,9.4,5.0,8.125,5.6,8.95,10.0,Fase 2 (5° e 6° ano),0,,8.0027,Topázio,2023,2.0,4.0,0,Adequada/adiantada (≥ 0)
RA-535,Aluno-535,3H,3H,12.0,Feminino,2021,Pública,9.168,7.161904762,8.135,7.96875,6.0,7.5,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.659555952400001,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-536,Aluno-536,1,F,10.0,Menina,2020,Escola Pública,9.5,8.9,5.6,,6.0,7.75,5.0,Fase 2 (5º e 6º ano),-1,,7.106,Ametista,2022,1.0,2.0,1,Moderada (−1 fase)
RA-536,Aluno-536,FASE 2,2A,10.0,Feminino,2020,Pública,8.0,9.3,2.52,8.333333333,5.9,9.17,10.0,Fase 2 (5° e 6° ano),0,,7.759533333,Ametista,2023,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-536,Aluno-536,3B,3B,11.0,Feminino,2021,Pública,8.334,9.109090909,8.135,7.1875,5.5,7.415,10.0,Fase 2 (5° e 6° ano),1,Cursando,7.7704681818,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-537,Aluno-537,1,F,10.0,Menino,2022,Escola Pública,9.5,9.0,4.4,,4.8,7.167,5.0,Fase 2 (5º e 6º ano),-1,,6.641,Ágata,2022,1.0,0.0,1,Moderada (−1 fase)
RA-538,Aluno-538,1,F,13.0,Menino,2022,Escola Pública,8.5,7.5,5.6,,6.8,5.583,5.0,Fase 3 (7º e 8º ano),-2,,6.309,Ágata,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-538,Aluno-538,FASE 2,2G,13.0,Masculino,2022,Pública,7.4,8.6,2.52,7.916666667,4.7,7.39,5.0,Fase 3 (7° e 8° ano),-1,,6.413466667,Ágata,2023,2.0,1.0,1,Moderada (−1 fase)
RA-538,Aluno-538,3H,3H,14.0,Masculino,2022,Pública,8.751,7.668803418666666,7.51,5.625,6.166666666666667,5.292,5.0,Fase 4 (9° ano),-1,Cursando,6.514094017066666,Ágata,2024,3.0,2.0,1,Moderada (−1 fase)
RA-539,Aluno-539,1,F,11.0,Menina,2022,Escola Pública,8.5,9.3,6.9,,7.5,8.417,5.0,Fase 2 (5º e 6º ano),-1,,7.665,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-539,Aluno-539,FASE 2,2F,,Feminino,2022,Pública,9.5,8.6,2.52,9.166666667,8.5,8.84,5.0,Fase 3 (7° e 8° ano),-1,,7.796866667,Ametista,2023,2.0,1.0,1,Moderada (−1 fase)
RA-539,Aluno-539,3G,3G,13.0,Feminino,2022,Privada - Programa de Apadrinhamento,10.002,9.233333333333333,7.51,8.75,5.833333333333333,9.13,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.465533333333335,Topázio,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-54,Aluno-54,5,B,16.0,Menina,2022,Escola Pública,7.9,6.9,7.5,,4.8,6.125,5.0,Fase 6 (2º EM),-1,,6.058,Ágata,2022,5.0,0.0,1,Moderada (−1 fase)
RA-540,Aluno-540,1,F,10.0,Menina,2019,Escola Pública,8.5,9.5,5.6,,7.0,7.5,5.0,Fase 2 (5º e 6º ano),-1,,7.303,Ametista,2022,1.0,3.0,1,Moderada (−1 fase)
RA-540,Aluno-540,FASE 2,2F,,Feminino,2019,Pública,8.5,8.8,5.0,8.958333333,7.1,8.95,10.0,Fase 2 (5° e 6° ano),0,,8.216033333,Topázio,2023,2.0,4.0,0,Adequada/adiantada (≥ 0)
RA-541,Aluno-541,1,F,14.0,Menino,2022,Escola Pública,10.0,7.8,6.9,,2.5,5.0,2.5,Fase 4 (9º ano),-3,,5.427,Quartzo,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-542,Aluno-542,1,F,11.0,Menina,2019,Escola Pública,8.0,9.8,6.3,,6.5,7.417,5.0,Fase 2 (5º e 6º ano),-1,,7.221,Ametista,2022,1.0,3.0,1,Moderada (−1 fase)
RA-542,Aluno-542,FASE 2,2H,12.0,Feminino,2019,Pública,9.5,9.7,5.0,8.75,6.3,9.006666667,5.0,Fase 3 (7° e 8° ano),-1,,7.816533333,Ametista,2023,2.0,4.0,1,Moderada (−1 fase)
RA-542,Aluno-542,3F,3F,13.0,Feminino,2021,Pública,8.751,6.481366459666667,8.13,7.03125,3.9333333333333336,6.232,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.7205649586,Ágata,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-543,Aluno-543,1,F,10.0,Menina,2022,Escola Pública,8.5,9.8,4.4,,6.5,7.167,5.0,Fase 2 (5º e 6º ano),-1,,7.05,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-543,Aluno-543,FASE 2,2H,11.0,Feminino,2022,Pública,7.8,9.8,2.52,8.75,6.5,9.006666667,10.0,Fase 2 (5° e 6° ano),0,,7.971833333,Ametista,2023,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-543,Aluno-543,3F,3F,12.0,Feminino,2022,Pública,8.751,9.616977225666666,2.51,8.90625,6.833333333333333,8.7,10.0,Fase 2 (5° e 6° ano),1,Cursando,8.0467871118,Topázio,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-544,Aluno-544,1,F,10.0,Menino,2022,Escola Pública,9.5,9.7,5.6,,3.3,6.0,5.0,Fase 2 (5º e 6º ano),-1,,6.307,Ágata,2022,1.0,0.0,1,Moderada (−1 fase)
RA-545,Aluno-545,1,G,13.0,Menino,2018,Escola Pública,9.5,6.6,7.5,,5.5,7.5,5.0,Fase 3 (7º e 8º ano),-2,,6.723,Ágata,2022,1.0,4.0,1,Severa (≤ −2 fases)
RA-546,Aluno-546,1,G,11.0,Menina,2021,Escola Pública,9.0,7.9,5.0,,5.6,7.917,5.0,Fase 2 (5º e 6º ano),-1,,6.77,Ágata,2022,1.0,1.0,1,Moderada (−1 fase)
RA-546,Aluno-546,FASE 2,2H,,Feminino,2021,Pública,0.0,7.2,2.52,8.75,5.7,9.173333333,5.0,Fase 3 (7° e 8° ano),-1,,6.031666667,Ágata,2023,2.0,2.0,1,Moderada (−1 fase)
RA-546,Aluno-546,3B,3B,13.0,Feminino,2021,Pública,5.832,3.7838383836666662,8.135,5.15625,4.666666666666667,5.5,10.0,Fase 3 (7° e 8° ano),0,Cursando,5.702426010066667,Quartzo,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-547,Aluno-547,1,G,11.0,Menina,2019,Escola Pública,9.5,9.7,5.0,,7.6,8.833,5.0,Fase 2 (5º e 6º ano),-1,,7.745,Ametista,2022,1.0,3.0,1,Moderada (−1 fase)
RA-547,Aluno-547,FASE 2,2G,12.0,Feminino,2019,Pública,0.0,9.1,2.52,8.75,6.2,8.95,5.0,Fase 3 (7° e 8° ano),-1,,6.467,Ágata,2023,2.0,4.0,1,Moderada (−1 fase)
RA-547,Aluno-547,3H,3H,13.0,Feminino,2021,Pública,8.751,7.030620028333334,8.135,5.625,6.833333333333333,5.932,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.2102906723333335,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-548,Aluno-548,1,G,12.0,Menino,2019,Escola Pública,8.0,9.1,6.9,,7.2,7.583,5.0,Fase 3 (7º e 8º ano),-2,,7.292,Ametista,2022,1.0,3.0,1,Severa (≤ −2 fases)
RA-548,Aluno-548,FASE 2,2G,12.0,Masculino,2019,Pública,9.0,9.1,2.52,8.333333333,7.4,8.283333333,5.0,Fase 3 (7° e 8° ano),-1,,7.4322,Ametista,2023,2.0,4.0,1,Moderada (−1 fase)
RA-548,Aluno-548,3H,3H,13.0,Masculino,2021,Pública,9.168,7.600427350666667,7.51,5.9375,6.666666666666667,5.626,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.240168803466668,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-549,Aluno-549,1,G,10.0,Menino,2021,Escola Pública,10.0,7.9,6.9,,4.2,6.167,5.0,Fase 2 (5º e 6º ano),-1,,6.301,Ágata,2022,1.0,1.0,1,Moderada (−1 fase)
RA-549,Aluno-549,FASE 1,1J,,Masculino,2021,Pública,9.5,8.1,5.02,6.875,6.4,7.5,5.0,Fase 2 (5° e 6° ano),-1,,7.0297,Ametista,2023,1.0,2.0,1,Moderada (−1 fase)
RA-549,Aluno-549,2G,2G,12.0,Masculino,2021,Pública,10.002,7.204968943999999,6.255,6.40625,5.75,5.9125,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.5398187888,Ágata,2024,2.0,3.0,1,Moderada (−1 fase)
RA-55,Aluno-55,5,B,16.0,Menina,2017,Escola Pública,7.1,7.6,5.6,,7.5,6.5,5.0,Fase 6 (2º EM),-1,,6.576,Ágata,2022,5.0,5.0,1,Moderada (−1 fase)
RA-55,Aluno-55,FASE 6,6A,,Feminino,2017,Pública,7.9,8.1,3.14,7.5,7.1,7.545,5.0,Fase 7 (3° EM),-1,,6.898033333,Ágata,2023,6.0,6.0,1,Moderada (−1 fase)
RA-550,Aluno-550,1,G,12.0,Menina,2022,Escola Pública,9.0,9.0,6.9,,1.9,6.25,5.0,Fase 3 (7º e 8º ano),-2,,6.026,Ágata,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-551,Aluno-551,1,G,12.0,Menina,2018,Escola Pública,8.5,7.3,6.9,,6.6,7.333,5.0,Fase 3 (7º e 8º ano),-2,,6.853,Ágata,2022,1.0,4.0,1,Severa (≤ −2 fases)
RA-551,Aluno-551,FASE 2,2G,,Feminino,2018,Pública,10.0,8.6,2.52,8.541666667,5.4,8.393333333,5.0,Fase 3 (7° e 8° ano),-1,,7.075033333,Ametista,2023,2.0,5.0,1,Moderada (−1 fase)
RA-552,Aluno-552,1,G,11.0,Menino,2022,Escola Pública,9.5,8.8,5.0,,5.5,7.167,5.0,Fase 2 (5º e 6º ano),-1,,6.625,Ágata,2022,1.0,0.0,1,Moderada (−1 fase)
RA-552,Aluno-552,FASE 1,1J,,Masculino,2022,Pública,0.0,5.6,3.14,6.666666667,6.4,6.89,5.0,Fase 3 (7° e 8° ano),-2,,5.248666667,Quartzo,2023,1.0,1.0,1,Severa (≤ −2 fases)
RA-553,Aluno-553,1,G,11.0,Menina,2019,Escola Pública,9.5,6.9,6.9,,3.3,8.167,5.0,Fase 2 (5º e 6º ano),-1,,6.39,Ágata,2022,1.0,3.0,1,Moderada (−1 fase)
RA-554,Aluno-554,1,G,12.0,Menino,2017,Escola Pública,7.9,6.0,6.9,,4.0,5.75,5.0,Fase 3 (7º e 8º ano),-2,,5.588,Quartzo,2022,1.0,5.0,1,Severa (≤ −2 fases)
RA-555,Aluno-555,1,G,12.0,Menino,2019,Escola Pública,9.5,8.1,5.0,,4.4,5.167,5.0,Fase 3 (7º e 8º ano),-2,,5.949,Quartzo,2022,1.0,3.0,1,Severa (≤ −2 fases)
RA-555,Aluno-555,FASE 2,2G,,Masculino,2019,Pública,7.4,8.1,2.52,6.25,3.9,6.946666667,5.0,Fase 3 (7° e 8° ano),-1,,5.898133333,Quartzo,2023,2.0,4.0,1,Moderada (−1 fase)
RA-555,Aluno-555,3F,3F,14.0,Masculino,2021,Pública,10.002,2.7505175983333334,6.885,5.0,4.333333333333333,5.03,5.0,Fase 4 (9° ano),-1,Cursando,5.111470186333333,Quartzo,2024,3.0,3.0,1,Moderada (−1 fase)
RA-556,Aluno-556,1,G,11.0,Menina,2018,Escola Pública,9.0,8.8,5.0,,6.4,8.25,5.0,Fase 2 (5º e 6º ano),-1,,7.181,Ametista,2022,1.0,4.0,1,Moderada (−1 fase)
RA-556,Aluno-556,FASE 2,2H,,Feminino,2018,Pública,8.5,9.6,2.52,9.166666667,7.2,9.396666667,5.0,Fase 3 (7° e 8° ano),-1,,7.7482,Ametista,2023,2.0,5.0,1,Moderada (−1 fase)
RA-556,Aluno-556,3G,3G,13.0,Feminino,2021,Pública,7.083,6.171428571333333,2.51,6.40625,3.8333333333333335,6.1625,10.0,Fase 3 (7° e 8° ano),0,Cursando,5.833377380933333,Quartzo,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-557,Aluno-557,1,H,10.0,Menino,2019,Escola Pública,10.0,8.4,7.5,,9.4,9.333,5.0,Fase 2 (5º e 6º ano),-1,,8.334,Topázio,2022,1.0,3.0,1,Moderada (−1 fase)
RA-557,Aluno-557,FASE 2,2H,,Masculino,2019,Pública,10.0,8.2,5.0,9.375,8.9,9.62,10.0,Fase 2 (5° e 6° ano),0,,8.7717,Topázio,2023,2.0,4.0,0,Adequada/adiantada (≥ 0)
RA-557,Aluno-557,3H,3H,12.0,Masculino,2021,Privada - Programa de Apadrinhamento,10.002,8.756265663999999,7.51,10.0,9.666666666666666,9.576,10.0,Fase 3 (7° e 8° ano),0,Cursando,9.350986466133334,Topázio,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-558,Aluno-558,1,H,14.0,Menino,2022,Escola Pública,9.0,8.5,5.0,,4.3,4.5,2.5,Fase 4 (9º ano),-3,,5.539,Quartzo,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-558,Aluno-558,FASE 2,2H,,Masculino,2022,Pública,7.8,9.4,5.0,6.458333333,6.0,6.78,2.5,Fase 5 (1° EM),-3,,6.615333333,Ágata,2023,2.0,1.0,1,Severa (≤ −2 fases)
RA-558,Aluno-558,3F,3F,16.0,Masculino,2022,Pública,9.168,3.7763975156666674,8.13,6.09375,3.0,4.268,5.0,Fase 5 (1° EM),-2,Cursando,5.048054503133334,Quartzo,2024,3.0,2.0,1,Severa (≤ −2 fases)
RA-559,Aluno-559,1,H,11.0,Menino,2021,Escola Pública,9.5,9.2,7.5,,7.1,8.083,5.0,Fase 2 (5º e 6º ano),-1,,7.634,Ametista,2022,1.0,1.0,1,Moderada (−1 fase)
RA-559,Aluno-559,FASE 2,2G,,Masculino,2021,Pública,10.0,9.4,5.0,8.958333333,7.4,8.506666667,5.0,Fase 3 (7° e 8° ano),-1,,7.947366667,Ametista,2023,2.0,2.0,1,Moderada (−1 fase)
RA-559,Aluno-559,3F,3F,13.0,Masculino,2021,Pública,10.002,5.705128205,8.13,6.25,3.1666666666666665,4.728,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.158158974333333,Ágata,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-56,Aluno-56,5,B,15.0,Menina,2019,Rede Decisão,10.0,10.0,7.5,,7.0,8.25,10.0,Fase 5 (1º EM),0,,8.404,Topázio,2022,5.0,3.0,0,Adequada/adiantada (≥ 0)
RA-56,Aluno-56,FASE 6,6A,16.0,Feminino,2019,Privada - Programa de Apadrinhamento,9.6,9.5,5.0,8.125,7.8,7.8,10.0,Fase 6 (2° EM),0,,8.284333333,Topázio,2023,6.0,4.0,0,Adequada/adiantada (≥ 0)
RA-56,Aluno-56,7A,7A,17.0,Feminino,2021,Privada - Programa de Apadrinhamento,10.002,9.265350877333333,10.0,8.4375,7.666666666666667,9.233333333,10.0,Fase 7 (3° EM),0,Cursando,9.077020175400001,Topázio,2024,7.0,3.0,0,Adequada/adiantada (≥ 0)
RA-560,Aluno-560,1,H,11.0,Menino,2020,Escola Pública,6.9,7.2,5.0,,3.8,3.75,5.0,Fase 2 (5º e 6º ano),-1,,4.949,Quartzo,2022,1.0,2.0,1,Moderada (−1 fase)
RA-560,Aluno-560,FASE 2,2H,,Masculino,2020,Pública,0.0,8.4,2.52,5.0,4.0,6.0,5.0,Fase 3 (7° e 8° ano),-1,,4.932,Quartzo,2023,2.0,3.0,1,Moderada (−1 fase)
RA-561,Aluno-561,1,H,11.0,Menino,2022,Escola Pública,9.0,9.0,7.5,,7.4,8.833,5.0,Fase 2 (5º e 6º ano),-1,,7.856,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-562,Aluno-562,1,H,11.0,Menina,2021,Escola Pública,8.0,9.0,7.5,,8.0,8.75,5.0,Fase 2 (5º e 6º ano),-1,,7.855,Ametista,2022,1.0,1.0,1,Moderada (−1 fase)
RA-562,Aluno-562,FASE 2,2I,12.0,Feminino,2021,Pública,0.0,8.5,2.52,8.541666667,8.7,8.893333333,5.0,Fase 3 (7° e 8° ano),-1,,6.824833333,Ágata,2023,2.0,2.0,1,Moderada (−1 fase)
RA-562,Aluno-562,3I,3I,13.0,Feminino,2021,Pública,8.334,9.833333333333334,8.135,7.625,7.833333333333333,7.25,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.392733333333334,Topázio,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-563,Aluno-563,1,H,11.0,Menina,2020,Escola Pública,10.0,9.2,7.5,,8.5,8.833,5.0,Fase 2 (5º e 6º ano),-1,,8.22,Topázio,2022,1.0,2.0,1,Moderada (−1 fase)
RA-563,Aluno-563,FASE 2,2G,11.0,Feminino,2020,Pública,6.4,9.7,2.52,8.75,6.2,8.726666667,10.0,Fase 2 (5° e 6° ano),0,,7.684133333,Ametista,2023,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-563,Aluno-563,3H,3H,12.0,Feminino,2021,Pública,9.168,9.461904762000001,8.135,8.125,8.333333333333334,7.468,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.595447619066668,Topázio,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-564,Aluno-564,1,H,13.0,Menino,2019,Escola Pública,9.5,3.8,5.0,,2.3,6.833,5.0,Fase 3 (7º e 8º ano),-2,,4.972,Quartzo,2022,1.0,3.0,1,Severa (≤ −2 fases)
RA-565,Aluno-565,1,H,13.0,Menino,2022,Escola Pública,9.0,4.1,7.5,,2.9,5.917,5.0,Fase 3 (7º e 8º ano),-2,,5.233,Quartzo,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-566,Aluno-566,1,H,12.0,Menina,2022,Escola Pública,9.5,8.4,7.5,,8.5,7.917,5.0,Fase 3 (7º e 8º ano),-2,,7.729,Ametista,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-566,Aluno-566,FASE 2,2G,12.0,Feminino,2022,Pública,9.0,8.8,2.52,8.958333333,8.4,8.673333333,5.0,Fase 3 (7° e 8° ano),-1,,7.7227,Ametista,2023,2.0,1.0,1,Moderada (−1 fase)
RA-567,Aluno-567,1,H,11.0,Menino,2019,Escola Pública,9.5,6.0,7.5,,4.8,6.833,5.0,Fase 2 (5º e 6º ano),-1,,6.281,Ágata,2022,1.0,3.0,1,Moderada (−1 fase)
RA-568,Aluno-568,1,J,14.0,Menino,2018,Escola Pública,8.0,8.6,6.9,,8.3,7.944,2.5,Fase 4 (9º ano),-3,,7.306,Ametista,2022,1.0,4.0,1,Severa (≤ −2 fases)
RA-568,Aluno-568,FASE 2,2I,,Masculino,2018,Pública,7.0,7.9,5.0,8.125,7.6,8.01,2.5,Fase 5 (1° EM),-3,,6.9647,Ágata,2023,2.0,5.0,1,Severa (≤ −2 fases)
RA-568,Aluno-568,3F,3F,16.0,Masculino,2021,Pública,7.917,3.2619047620000003,8.13,6.5625,5.166666666666667,5.496,5.0,Fase 5 (1° EM),-2,Cursando,5.545864285733334,Quartzo,2024,3.0,3.0,1,Severa (≤ −2 fases)
RA-569,Aluno-569,1,J,12.0,Menina,2020,Escola Pública,9.5,8.7,5.0,,6.8,7.333,5.0,Fase 3 (7º e 8º ano),-2,,7.074,Ametista,2022,1.0,2.0,1,Severa (≤ −2 fases)
RA-57,Aluno-57,5,B,16.0,Menino,2017,Rede Decisão,7.1,8.1,5.6,,8.4,7.875,5.0,Fase 6 (2º EM),-1,,7.305,Ametista,2022,5.0,5.0,1,Moderada (−1 fase)
RA-57,Aluno-57,FASE 6,6A,,Masculino,2017,Privada - Programa de Apadrinhamento,0.0,8.0,5.63,7.96875,7.2,7.755,5.0,Fase 7 (3° EM),-1,,6.450875,Ágata,2023,6.0,6.0,1,Moderada (−1 fase)
RA-57,Aluno-57,7A,7A,18.0,Masculino,2021,Privada - Programa de Apadrinhamento,9.585,6.010860484333333,6.88,8.59375,6.166666666666667,7.39,10.0,Fase 7 (3° EM),0,Cursando,7.4193804301999995,Ametista,2024,7.0,3.0,0,Adequada/adiantada (≥ 0)
RA-570,Aluno-570,1,J,10.0,Menina,2019,Escola Pública,9.0,7.0,7.5,,1.3,6.778,5.0,Fase 2 (5º e 6º ano),-1,,5.722,Quartzo,2022,1.0,3.0,1,Moderada (−1 fase)
RA-570,Aluno-570,FASE 1,1H,,Feminino,2019,Pública,8.5,7.3,3.77,8.125,5.9,8.056666667,5.0,Fase 2 (5° e 6° ano),-1,,6.781033333,Ágata,2023,1.0,4.0,1,Moderada (−1 fase)
RA-570,Aluno-570,2H,2H,12.0,Feminino,2021,Pública,8.002,8.0020703935,5.625,7.1875,6.75,6.4075,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.8133640787,Ágata,2024,2.0,3.0,1,Moderada (−1 fase)
RA-571,Aluno-571,1,J,11.0,Menina,2019,Escola Pública,8.5,8.8,7.5,,3.7,6.944,5.0,Fase 2 (5º e 6º ano),-1,,6.589,Ágata,2022,1.0,3.0,1,Moderada (−1 fase)
RA-571,Aluno-571,FASE 1,1J,12.0,Feminino,2019,Privada,9.0,7.9,3.77,7.291666667,5.0,7.616666667,5.0,Fase 3 (7° e 8° ano),-2,,6.6097,Ágata,2023,1.0,4.0,1,Severa (≤ −2 fases)
RA-571,Aluno-571,2G,2G,13.0,Feminino,2021,Pública,7.002,8.695652174,4.375,7.03125,5.25,5.8325,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.2964554347999995,Ágata,2024,2.0,3.0,1,Moderada (−1 fase)
RA-572,Aluno-572,1,J,9.0,Menino,2022,Escola Pública,8.5,8.0,7.5,,6.8,6.833,10.0,Fase 1 (4º ano),0,,7.48,Ametista,2022,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-573,Aluno-573,1,J,11.0,Menino,2020,Escola Pública,9.5,9.9,7.5,,8.2,8.944,5.0,Fase 2 (5º e 6º ano),-1,,8.261,Topázio,2022,1.0,2.0,1,Moderada (−1 fase)
RA-573,Aluno-573,FASE 2,2G,,Masculino,2020,Pública,9.5,9.8,5.0,8.541666667,6.6,8.45,5.0,Fase 3 (7° e 8° ano),-1,,7.774366667,Ametista,2023,2.0,3.0,1,Moderada (−1 fase)
RA-573,Aluno-573,3G,3G,13.0,Masculino,2021,Pública,9.168,9.5,8.755,7.8125,5.0,6.8275,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.839050000000001,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-574,Aluno-574,1,J,10.0,Menino,2022,Escola Pública,9.5,7.2,5.0,,7.5,6.944,5.0,Fase 2 (5º e 6º ano),-1,,6.86,Ágata,2022,1.0,0.0,1,Moderada (−1 fase)
RA-574,Aluno-574,FASE 2,2F,,Masculino,2022,Pública,6.9,8.2,5.0,7.916666667,8.1,8.173333333,10.0,Fase 2 (5° e 6° ano),0,,7.878133333,Ametista,2023,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-575,Aluno-575,1,J,12.0,Menino,2019,Escola Pública,8.0,6.1,7.5,,2.8,7.0,5.0,Fase 3 (7º e 8º ano),-2,,5.889,Quartzo,2022,1.0,3.0,1,Severa (≤ −2 fases)
